date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:41:04	852/852	---M--	200	added ('OK')	text/x-sh	etag:%22793ce72ef1ae7e4226018eb7936ae288%22	https://njrusmc.net/ci_scripts/html_lint.sh	/tmp/njrusmc.net/njrusmc.net/ci_scripts/html_lint.sh	(from https://njrusmc.net/ci_scripts/webcicd.html)
08:41:06	78162/78162	---MCZ	200	added ('OK')	text/plain	etag:W/%229c82a9bc36fd6065048b82e7c9f98875%22	https://njrusmc.net/ci_scripts/hashes.txt	/tmp/njrusmc.net/njrusmc.net/ci_scripts/hashes.txt	(from https://njrusmc.net/ci_scripts/webcicd.html)
08:41:06	5100/5100	---M--	200	added ('OK')	text/x-python	etag:%221f0a58a55a5f250469e2997968ad552a%22	https://njrusmc.net/ci_scripts/make_atom.py	/tmp/njrusmc.net/njrusmc.net/ci_scripts/make_atom.py	(from https://njrusmc.net/ci_scripts/webcicd.html)
08:41:07	814/814	---M--	200	added ('OK')	binary/octet-stream	etag:%226210daac5dd63dbf0028c9b3863f674f%22	https://njrusmc.net/ci_scripts/atom_xml.j2	/tmp/njrusmc.net/njrusmc.net/ci_scripts/atom_xml.j2	(from https://njrusmc.net/ci_scripts/webcicd.html)
08:41:08	853/853	---M--	200	added ('OK')	text/x-sh	etag:%22e329139c0e06b40d6d87809d85cdecf4%22	https://njrusmc.net/ci_scripts/copy_redirects.sh	/tmp/njrusmc.net/njrusmc.net/ci_scripts/copy_redirects.sh	(from https://njrusmc.net/ci_scripts/webcicd.html)
08:41:09	8803/8803	---M--	200	added ('OK')	text/x-python	etag:%223f3fae0c9b31ce7402478958223a95fc%22	https://njrusmc.net/ci_scripts/check_links.py	/tmp/njrusmc.net/njrusmc.net/ci_scripts/check_links.py	(from https://njrusmc.net/ci_scripts/webcicd.html)
08:41:10	3148/3148	---M--	200	added ('OK')	text/x-python	etag:%22c329e3a5209a7555959645cb8be2c595%22	https://njrusmc.net/ci_scripts/check_cache_headers.py	/tmp/njrusmc.net/njrusmc.net/ci_scripts/check_cache_headers.py	(from https://njrusmc.net/ci_scripts/webcicd.html)
08:41:11	2180/2180	---M--	200	added ('OK')	text/x-python	etag:%2292f22fb95c86a0639698a3106318fa2d%22	https://njrusmc.net/ci_scripts/check_redirects.py	/tmp/njrusmc.net/njrusmc.net/ci_scripts/check_redirects.py	(from https://njrusmc.net/ci_scripts/webcicd.html)
08:41:12	272/272	---M--	200	added ('OK')	text/css	etag:%22960c1e53ed4afab8c954254f08377137%22	https://njrusmc.net/blog/style.css	/tmp/njrusmc.net/njrusmc.net/blog/style.css	(from https://njrusmc.net/blog/2024/discord.html)
08:41:13	376/376	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Jun%202024%2006:41:13%20GMT	https://njrusmc.net/blog.html	/tmp/njrusmc.net/njrusmc.net/blog.html	(from https://njrusmc.net/blog/2023/yt_copyright.html)
08:41:15	293509/293509	---M--	200	added ('OK')	image/png	etag:%2203271ef5d61b26e1d6e5f80110910eee%22	https://njrusmc.net/blog/2021/l3a.png	/tmp/njrusmc.net/njrusmc.net/blog/2021/l3a.png	(from https://njrusmc.net/blog/2021/microd.html)
08:41:16	301443/301443	---M--	200	added ('OK')	image/png	etag:%22feb389df3b89084302e3692ddaa667a6%22	https://njrusmc.net/blog/2021/sag.png	/tmp/njrusmc.net/njrusmc.net/blog/2021/sag.png	(from https://njrusmc.net/blog/2021/microd.html)
08:41:17	283001/283001	---M--	200	added ('OK')	image/png	etag:%222859a94b9b16f63d0e59d6f0851e9b82%22	https://njrusmc.net/blog/2021/l4a.png	/tmp/njrusmc.net/njrusmc.net/blog/2021/l4a.png	(from https://njrusmc.net/blog/2021/microd.html)
08:41:18	289338/289338	---M--	200	added ('OK')	image/png	etag:%22932df238a0bf6e712254d7344bf3ed85%22	https://njrusmc.net/blog/2021/l5a.png	/tmp/njrusmc.net/njrusmc.net/blog/2021/l5a.png	(from https://njrusmc.net/blog/2021/microd.html)
08:41:18	52376/52376	---M--	200	added ('OK')	image/png	etag:%225e754ac838d6e46303fb7fb4077bbfc4%22	https://njrusmc.net/blog/2021/nutrition.png	/tmp/njrusmc.net/njrusmc.net/blog/2021/nutrition.png	(from https://njrusmc.net/blog/2021/microd.html)
08:41:20	345/345	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Jun%202024%2006:41:18%20GMT	http://polls.njrusmc.net/robots.txt		(from https://njrusmc.net/code/code.html)
